aX,aY,aZ,gX,gY,gZ
0.325,-0.080,0.973,14.343,-0.549,7.080
0.097,-0.079,1.007,14.282,-2.930,11.047
-0.053,-0.080,1.026,13.611,-4.456,11.047
-0.115,-0.076,1.016,12.573,-4.700,8.667
-0.094,-0.067,0.988,11.414,-4.150,5.493
-0.017,-0.065,0.959,10.193,-2.197,2.563
0.069,-0.045,0.924,9.827,-0.061,1.038
0.138,-0.026,0.871,9.949,1.099,0.366
0.181,-0.014,0.848,11.230,0.610,0.427
0.198,-0.015,0.850,13.000,-1.770,0.488
0.201,-0.027,0.882,14.771,-4.639,0.122
0.189,-0.064,0.942,16.357,-7.141,-0.061
0.146,-0.093,0.985,16.724,-8.789,0.183
0.082,-0.111,1.044,16.296,-9.155,0.854
0.027,-0.136,1.113,15.930,-8.789,1.465
0.013,-0.170,1.146,14.771,-7.080,1.953
0.020,-0.169,1.130,11.780,-5.005,2.197
0.034,-0.144,1.082,8.362,-3.540,2.625
0.051,-0.115,1.030,5.798,-2.625,3.113
0.073,-0.089,0.986,4.089,-1.953,3.052
0.089,-0.072,0.949,3.174,-1.648,2.563
0.095,-0.056,0.921,2.869,-1.770,1.770
0.093,-0.051,0.919,3.296,-2.563,1.038
0.091,-0.062,0.941,4.211,-3.357,0.305
0.086,-0.072,0.952,4.944,-3.479,-0.061
0.079,-0.072,0.951,5.493,-3.662,-0.122
0.073,-0.075,0.958,6.409,-3.845,0.183
0.072,-0.080,0.962,7.385,-3.845,0.732
0.077,-0.080,0.961,8.057,-3.967,1.221
0.082,-0.079,0.952,8.545,-4.150,1.587
0.087,-0.076,0.938,9.155,-4.333,2.075
0.089,-0.069,0.926,9.460,-5.005,2.319
0.089,-0.063,0.909,9.705,-5.920,2.258
0.084,-0.056,0.889,9.949,-7.324,2.075
0.081,-0.051,0.877,10.681,-9.094,1.831
0.077,-0.048,0.867,11.292,-11.230,1.221
0.136,-0.053,0.891,11.963,-13.428,0.610
0.159,-0.137,1.015,11.780,-18.188,0.488
0.125,-0.135,1.007,6.958,-20.996,2.380
0.071,-0.101,0.940,1.221,-21.484,2.930
0.043,-0.102,0.950,-2.869,-22.095,2.075
0.016,-0.099,1.028,-6.409,-21.606,2.136
-0.009,-0.123,1.029,-15.869,-18.616,3.296
0.005,-0.088,1.011,-21.973,-14.282,3.784
0.003,-0.083,1.060,-26.611,-11.963,3.357
-0.005,-0.100,1.093,-26.855,-8.240,3.967
0.017,-0.066,1.024,-17.517,-5.005,2.808
0.034,-0.064,1.021,-10.864,-4.456,1.404
0.031,-0.058,0.991,-6.104,-3.967,2.197
0.045,-0.057,0.986,-3.662,-3.784,2.136
0.054,-0.044,0.983,-2.808,-3.540,1.709
0.036,-0.055,0.993,-0.732,-3.235,2.075
0.022,-0.059,1.006,0.671,-2.808,2.075
0.028,-0.055,0.982,0.977,-1.221,1.831
0.040,-0.057,0.986,1.648,-0.366,1.831
0.036,-0.058,0.983,2.075,-0.244,1.892
0.043,-0.058,0.984,2.136,-0.244,2.075
0.041,-0.056,0.985,1.892,-0.610,2.075
0.038,-0.065,0.996,1.770,-0.732,2.197
0.039,-0.056,0.978,0.977,-0.977,2.136
0.040,-0.050,0.973,0.732,-1.160,1.770
0.037,-0.047,0.977,1.221,-1.221,1.587
0.036,-0.048,0.972,1.587,-0.977,1.648
0.037,-0.047,0.975,1.831,-0.610,1.709
0.037,-0.047,0.975,2.136,-0.366,1.770
0.038,-0.047,0.974,2.380,0.122,1.770
0.039,-0.047,0.974,2.991,0.183,1.831
0.039,-0.047,0.973,3.540,0.366,2.014
0.039,-0.047,0.974,3.723,0.305,2.075
0.039,-0.047,0.972,3.723,0.305,2.014
0.038,-0.049,0.976,3.601,0.122,2.136
1.440,-0.183,0.812,-14.099,45.471,72.266
1.580,-0.104,0.593,-20.569,41.443,96.680
1.600,-0.167,0.494,-22.583,40.222,123.474
1.507,-0.252,0.408,-12.695,42.542,150.940
1.224,-0.239,0.382,-4.272,39.246,181.641
0.795,-0.197,0.477,6.104,26.611,208.069
0.365,-0.170,0.600,20.874,18.982,221.863
-0.160,-0.101,0.813,36.438,10.742,223.633
-0.632,-0.119,0.957,47.852,2.930,217.712
-1.099,-0.042,1.115,60.181,-6.592,207.275
-1.453,-0.137,1.289,71.594,-15.930,189.575
-1.769,-0.202,1.394,76.050,-22.278,164.001
-1.930,-0.268,1.396,65.125,-23.193,133.606
-1.973,-0.216,1.290,48.157,-18.799,98.145
-1.918,-0.209,1.234,31.006,-15.198,56.641
-1.627,-0.089,1.302,18.127,-13.550,13.550
-0.780,-0.101,1.283,6.104,-1.099,-21.851
-0.292,-0.087,1.120,-1.465,16.663,-42.786
-0.069,-0.060,0.969,-11.780,25.818,-53.589
0.062,-0.028,0.884,-18.250,24.536,-59.570
-0.030,-0.035,0.941,-17.700,7.629,-63.049
-0.051,-0.088,0.966,-15.259,-1.770,-69.763
-0.089,-0.116,0.969,-13.855,-6.775,-76.233
-0.128,-0.146,0.981,-13.123,-11.719,-80.811
-0.144,-0.139,0.960,-10.376,-11.169,-80.078
-0.183,-0.138,0.991,-3.784,-15.991,-75.134
-0.218,-0.127,0.975,1.526,-16.724,-70.129
-0.239,-0.121,0.976,5.493,-15.747,-70.801
-0.232,-0.136,1.017,7.874,-13.855,-76.965
-0.183,-0.164,1.035,7.019,-11.047,-85.632
-0.142,-0.128,1.002,3.418,-7.507,-93.933
-0.085,-0.097,0.966,1.160,-3.967,-102.356
-0.026,-0.077,0.929,-0.854,-1.587,-109.924
0.058,-0.109,0.904,-3.784,-0.610,-115.295
0.107,-0.070,0.889,-4.944,0.000,-117.493
0.195,-0.090,0.860,-5.615,0.427,-118.774
0.299,-0.058,0.852,-5.554,0.244,-117.981
0.402,-0.078,0.860,-4.639,-0.061,-115.540
0.505,-0.056,0.860,-4.211,0.305,-109.741
0.599,-0.051,0.869,-3.784,1.526,-101.685
0.672,-0.055,0.866,-2.441,1.953,-91.736
0.746,-0.042,0.857,-2.441,2.014,-80.444
0.782,-0.022,0.834,-1.099,1.831,-67.322
0.816,-0.007,0.821,0.061,1.221,-52.734
0.798,0.012,0.829,3.540,0.061,-37.354
0.782,-0.001,0.836,8.057,-1.343,-22.339
0.715,-0.000,0.842,12.390,-2.563,-8.240
0.547,-0.001,0.852,16.296,-3.357,4.272
0.256,-0.015,0.909,20.569,-5.859,13.794
-0.020,-0.032,0.968,23.315,-9.766,16.968
-0.193,-0.042,0.992,23.743,-12.268,14.587
-0.238,-0.056,0.997,23.437,-13.367,8.850
-0.179,-0.073,0.982,22.156,-12.329,3.174
-0.067,-0.063,1.014,21.057,-9.521,-0.793
0.066,-0.100,1.047,20.569,-5.127,-2.563
0.146,-0.106,1.038,17.639,-0.854,-1.831
0.160,-0.096,1.019,14.282,1.892,0.122
0.133,-0.096,1.020,11.414,1.648,1.160
0.100,-0.090,1.010,8.057,-1.099,0.793
0.073,-0.080,0.997,5.066,-4.089,0.000
0.054,-0.068,0.979,3.540,-6.226,-0.854
0.043,-0.059,0.965,3.723,-7.202,-1.099
0.034,-0.057,0.953,4.944,-6.836,-0.427
0.040,-0.049,0.936,6.348,-6.287,0.183
0.059,-0.045,0.927,7.446,-6.104,0.305
0.127,-0.084,0.983,8.972,-7.202,0.610
0.101,-0.114,1.037,9.399,-10.925,1.892
0.065,-0.067,0.946,4.639,-11.292,3.235
0.057,-0.064,0.939,2.808,-12.268,2.869
0.031,-0.074,1.000,1.770,-13.977,2.747
0.020,-0.086,1.002,-1.038,-11.536,2.502
0.013,-0.072,1.006,-3.418,-8.728,1.831
0.020,-0.069,1.003,-4.395,-7.019,1.343
0.024,-0.080,1.002,-7.202,-5.798,1.099
0.018,-0.071,0.998,-8.911,-5.310,0.610
0.022,-0.057,1.002,-9.399,-5.066,0.122
0.025,-0.050,1.002,-8.728,-4.700,-0.061
0.030,-0.039,0.981,-9.033,-4.272,0.732
0.036,-0.065,0.992,-9.460,-4.272,2.319
0.030,-0.044,0.991,-5.981,-3.662,3.601
0.028,-0.046,0.993,-2.930,-3.052,2.686
0.026,-0.044,0.988,-0.671,-2.563,2.136
0.032,-0.043,0.983,0.427,-2.197,2.319
0.021,-0.037,0.989,0.854,-2.258,2.808
0.019,-0.051,0.993,0.122,-2.014,3.662
0.022,-0.049,0.982,0.061,-1.648,3.906
0.033,-0.042,0.985,-0.427,-1.648,2.747
0.031,-0.037,0.978,-0.366,-1.282,2.136
0.032,-0.039,0.974,-0.305,-1.282,2.380
0.031,-0.034,0.979,-0.244,-1.526,2.441
0.030,-0.036,0.974,-0.305,-1.648,2.319
0.032,-0.039,0.980,0.000,-1.831,2.258
0.032,-0.031,0.978,0.549,-1.648,2.441
0.034,-0.026,0.978,1.099,-1.221,2.319
0.029,-0.030,0.981,2.258,-1.038,2.197
0.025,-0.031,0.977,3.052,-0.977,2.380
0.031,-0.032,0.981,3.357,-0.549,2.319
0.030,-0.034,0.979,3.601,-0.305,2.380
0.028,-0.034,0.980,3.662,-0.061,2.441
0.030,-0.032,0.977,3.174,0.000,2.197
0.030,-0.032,0.978,2.930,-0.061,1.953
0.029,-0.032,0.977,2.625,0.000,1.648
0.030,-0.032,0.976,2.380,-0.061,1.526
0.031,-0.031,0.976,2.136,0.061,1.465
0.030,-0.031,0.975,2.075,-0.183,1.343
0.032,-0.030,0.976,2.197,-0.183,1.404
0.031,-0.030,0.976,2.319,0.000,1.526
0.032,-0.029,0.976,2.991,-0.061,1.709
0.031,-0.029,0.979,3.418,-0.061,1.770
0.029,-0.029,0.976,3.784,-0.061,2.014
0.030,-0.029,0.978,4.028,0.122,2.197
0.031,-0.029,0.979,3.784,0.244,2.380
0.029,-0.030,0.975,3.845,0.427,2.441
0.032,-0.030,0.980,3.601,0.549,2.380
0.031,-0.030,0.975,3.235,0.671,2.197
0.031,-0.029,0.977,2.686,0.671,2.075
0.032,-0.028,0.977,2.197,0.305,1.953
0.032,-0.027,0.976,1.770,0.122,1.770
0.030,-0.029,0.976,1.648,0.122,1.831
1.013,-0.162,1.529,-8.118,42.847,-3.479
1.313,-0.458,1.380,0.183,59.631,28.870
1.578,-0.298,1.074,-10.132,62.256,73.364
1.655,-0.215,0.698,-30.579,61.279,106.262
1.675,-0.183,0.567,-35.767,52.490,138.611
1.599,-0.231,0.461,-25.940,54.321,171.509
1.435,-0.280,0.350,-18.555,54.932,197.815
1.030,-0.195,0.298,-9.094,42.969,223.877
0.606,-0.177,0.352,10.498,33.875,246.460
0.096,-0.151,0.538,34.790,29.114,254.578
-0.440,-0.127,0.730,52.307,20.630,250.854
-0.985,-0.047,0.971,65.918,9.583,239.197
-1.447,-0.120,1.160,74.158,-3.052,219.482
-1.904,-0.109,1.276,75.745,-12.268,192.993
-2.188,-0.195,1.384,71.716,-19.775,158.752
-2.322,-0.183,1.327,57.800,-21.362,119.568
-2.326,-0.216,1.329,46.753,-24.902,73.486
-2.108,-0.215,1.372,38.025,-26.428,24.048
-1.146,-0.148,1.461,19.958,-13.794,-21.301
-0.516,-0.139,1.318,5.676,8.667,-48.035
-0.246,-0.077,1.124,-7.874,21.179,-61.462
-0.146,-0.046,1.035,-11.169,20.569,-70.251
-0.129,-0.075,1.015,-9.277,11.230,-75.195
-0.114,-0.094,1.008,-10.315,-1.892,-85.266
-0.094,-0.115,0.980,-12.329,-6.653,-95.520
-0.070,-0.132,0.967,-12.573,-11.047,-101.379
-0.059,-0.127,0.940,-11.047,-14.771,-102.661
-0.093,-0.115,0.911,-6.104,-18.860,-99.426
-0.066,-0.084,0.886,-0.732,-18.799,-96.802
-0.095,-0.089,0.884,5.005,-19.775,-98.328
-0.099,-0.095,0.883,8.179,-21.240,-102.112
-0.107,-0.084,0.905,11.230,-21.057,-106.018
-0.035,-0.116,0.978,13.367,-19.470,-110.962
0.043,-0.138,1.027,12.085,-15.259,-115.295
0.116,-0.132,1.011,8.301,-9.521,-116.943
0.224,-0.124,0.996,3.845,-3.784,-114.014
0.283,-0.056,0.971,-0.488,2.136,-105.408
0.347,-0.038,0.952,-1.770,3.296,-101.440
0.436,-0.065,0.932,-1.892,1.770,-102.173
0.483,-0.034,0.893,-3.723,1.282,-99.121
0.543,-0.015,0.889,-4.700,1.587,-91.980
0.581,-0.018,0.879,-3.662,2.197,-82.947
0.594,-0.004,0.829,-3.967,1.709,-72.937
0.595,0.021,0.797,-2.747,0.183,-61.707
0.601,0.038,0.821,-0.793,-1.465,-51.270
0.599,0.026,0.854,3.174,-2.747,-41.626
0.612,0.024,0.862,6.287,-3.357,-30.396
0.598,0.016,0.899,10.193,-3.174,-18.066
0.567,-0.014,0.943,14.160,-3.113,-6.531
0.432,-0.036,0.971,16.235,-2.930,3.906
0.117,-0.053,1.019,16.785,-5.310,11.414
-0.116,-0.049,1.055,15.930,-8.423,12.573
-0.158,-0.049,1.042,12.512,-8.545,6.531
-0.057,-0.045,0.992,8.362,-6.470,0.427
0.043,-0.032,0.957,6.714,-4.639,-1.160
0.133,-0.026,0.977,6.897,-3.479,-0.549
0.137,-0.071,1.039,8.484,-4.211,1.831
0.093,-0.028,0.953,5.554,-4.578,4.211
0.092,-0.012,0.902,2.502,-5.371,3.418
0.084,-0.019,0.941,2.197,-9.949,2.319
0.077,-0.031,0.954,1.343,-13.245,1.343
0.062,-0.031,0.951,-0.488,-14.343,1.648
0.045,-0.023,0.960,-0.916,-15.381,2.563
0.042,-0.034,0.965,-0.610,-15.076,2.930
0.026,-0.031,0.972,-1.038,-14.038,2.441
0.021,-0.049,0.993,-1.892,-12.939,1.770
0.011,-0.031,0.990,-3.479,-11.047,2.136
0.020,-0.035,0.990,-7.019,-9.216,3.479
0.012,-0.027,1.031,-9.888,-7.141,4.700
0.006,-0.014,1.041,-10.437,-5.188,4.089
0.008,-0.002,1.022,-6.958,-3.845,2.502
0.024,-0.005,1.019,-2.930,-3.052,1.770
0.024,-0.010,0.998,-0.732,-2.563,1.648
0.024,-0.012,0.997,-0.244,-2.747,1.221
0.019,-0.008,0.999,-0.305,-2.441,0.916
0.023,-0.003,0.969,-1.221,-1.831,0.305
0.017,-0.010,1.000,-0.488,-1.831,-0.183
0.028,-0.002,0.981,0.061,-1.099,0.183
0.031,-0.004,0.988,1.526,-0.610,0.793
0.026,-0.003,0.983,2.930,-0.183,1.343
0.032,-0.003,0.984,3.967,0.122,1.587
0.032,-0.004,0.979,4.456,0.183,1.892
0.032,-0.005,0.980,4.639,-0.305,2.075
0.029,-0.006,0.980,4.700,-0.732,2.136
0.026,-0.005,0.979,4.272,-0.732,1.831
0.026,-0.004,0.982,3.845,-0.488,1.465
0.027,-0.004,0.977,3.235,-0.244,1.221
0.028,-0.005,0.980,2.991,0.000,1.099
0.029,-0.003,0.977,2.808,-0.061,1.038
0.030,-0.003,0.980,2.502,-0.122,0.793
0.029,-0.001,0.974,2.441,-0.122,0.854
0.031,-0.001,0.977,2.808,-0.122,1.038
0.029,-0.002,0.976,3.235,-0.061,1.221
0.029,-0.001,0.975,3.784,-0.122,1.526
0.030,-0.002,0.976,4.456,-0.122,1.709
0.031,-0.003,0.976,4.700,-0.122,1.770
0.030,-0.002,0.976,4.761,-0.488,1.709
0.028,-0.002,0.976,4.578,-0.427,1.831
0.029,-0.003,0.977,4.456,-0.244,1.709
0.029,-0.002,0.976,4.089,-0.305,1.587
0.029,-0.002,0.977,3.967,-0.061,1.526
0.030,-0.002,0.977,3.540,0.122,1.465
0.030,-0.001,0.976,3.296,0.305,1.404
0.030,-0.001,0.975,3.418,0.244,1.404
0.031,-0.000,0.975,3.479,0.061,1.465
0.031,-0.001,0.975,3.662,0.122,1.526
0.031,-0.000,0.975,3.967,-0.122,1.648
0.029,-0.001,0.975,4.089,-0.061,1.709
0.031,-0.001,0.977,4.456,0.061,1.953
0.029,-0.001,0.975,4.395,0.183,1.892
0.030,-0.002,0.976,4.333,0.244,1.892
0.030,-0.001,0.976,4.211,0.305,1.770
0.030,-0.001,0.976,3.967,0.427,1.648
0.031,-0.001,0.976,3.601,0.488,1.648
0.031,-0.001,0.975,3.540,0.427,1.709
0.031,-0.000,0.973,3.357,0.427,1.587
0.032,-0.000,0.975,3.357,0.427,1.648
0.032,-0.000,0.976,3.235,0.244,1.648
0.031,-0.000,0.976,3.235,0.061,1.709
-2.059,0.088,1.546,79.163,-38.452,158.997
-2.117,0.115,1.325,64.575,-44.312,118.774
-2.056,0.126,1.324,53.833,-43.945,76.843
-1.823,0.039,1.334,39.734,-34.363,32.898
-1.145,0.079,1.371,29.602,-19.836,-5.676
-0.188,-0.003,1.138,15.625,5.920,-31.799
0.304,0.006,0.928,3.845,26.245,-43.579
0.552,-0.010,0.928,-4.578,29.907,-46.143
0.622,0.000,0.911,-8.362,25.452,-41.931
0.481,0.030,0.856,-8.179,16.724,-34.851
0.239,0.033,0.878,-3.357,1.953,-30.884
0.009,0.050,0.953,1.831,-11.658,-27.710
-0.170,0.047,1.055,8.423,-23.132,-26.733
-0.319,0.001,1.029,14.954,-28.625,-29.175
-0.498,0.009,1.054,26.489,-32.654,-25.391
-0.611,-0.043,1.098,38.330,-38.086,-25.330
-0.700,-0.092,1.140,43.518,-39.490,-36.926
-0.792,-0.112,1.136,38.879,-37.292,-55.725
-0.813,-0.155,1.064,29.968,-35.095,-76.843
-0.770,-0.181,1.005,20.081,-33.325,-98.511
-0.748,-0.225,0.938,14.404,-32.043,-118.469
-0.663,-0.327,0.874,5.493,-27.893,-141.541
-0.393,-0.266,1.010,9.216,-27.710,-163.269
-0.112,-0.331,1.080,11.902,-20.081,-186.584
0.107,-0.306,1.027,8.423,-14.648,-197.388
0.393,-0.301,1.003,3.601,-9.949,-197.388
0.552,-0.224,0.999,2.075,-8.911,-190.491
0.729,-0.218,0.930,-3.052,-6.592,-179.993
0.843,-0.156,0.864,-7.019,-5.127,-164.734
0.972,-0.099,0.781,-10.010,-6.226,-147.278
0.981,-0.042,0.707,-10.071,-9.644,-130.188
1.038,-0.004,0.660,-9.644,-12.146,-113.770
1.081,0.058,0.655,-6.470,-14.709,-95.703
1.166,0.071,0.695,-0.183,-20.752,-71.350
1.631,-0.074,0.960,5.798,-20.630,-46.326
1.555,-0.058,1.134,9.583,-26.855,-13.672
0.466,0.153,0.722,-2.441,-22.034,15.015
-0.449,-0.217,1.376,19.958,-54.260,8.545
-0.334,-0.109,1.308,4.761,-36.987,6.775
-0.179,-0.042,1.060,-14.160,-8.484,4.639
-0.038,-0.018,1.058,-11.414,-0.488,1.099
-0.019,-0.042,1.097,0.061,0.671,2.747
0.007,-0.017,0.995,4.211,6.592,6.653
0.048,-0.000,0.967,5.432,9.277,6.104
0.057,-0.016,0.992,4.761,8.118,2.258
0.057,-0.011,0.971,0.000,5.676,-0.854
0.051,-0.015,0.984,-3.723,0.427,-1.770
0.023,-0.014,0.993,-5.798,-4.272,-1.526
0.010,-0.007,0.980,-7.141,-6.592,-1.648
0.009,-0.011,0.992,-5.920,-6.958,-2.014
0.005,-0.012,0.991,-2.686,-4.578,-1.526
0.016,-0.008,0.981,0.305,-1.343,-0.366
0.022,-0.006,0.979,3.723,0.793,1.221
0.027,-0.005,0.978,6.714,1.160,2.625
0.025,-0.009,0.978,7.935,0.244,2.869
0.024,-0.010,0.979,8.179,-0.549,2.869
0.023,-0.009,0.981,7.629,0.000,3.418
0.016,-0.014,0.980,6.775,1.038,3.662
0.015,-0.015,0.982,6.165,1.770,3.113
0.019,-0.014,0.979,5.188,1.831,1.526
0.021,-0.013,0.979,3.784,1.587,0.488
0.022,-0.014,0.977,2.502,1.099,0.366
0.023,-0.012,0.976,1.221,0.183,0.244
0.024,-0.008,0.975,0.366,-0.916,0.000
0.026,-0.007,0.974,0.244,-1.709,0.061
0.026,-0.006,0.975,1.038,-1.892,0.488
0.024,-0.005,0.975,2.747,-1.282,1.099
0.022,-0.006,0.976,4.456,-0.488,1.770
0.022,-0.006,0.976,5.676,0.122,1.953
0.024,-0.008,0.976,6.226,0.427,2.075
0.022,-0.009,0.978,6.409,0.488,2.441
0.021,-0.009,0.976,6.104,0.610,2.502
0.021,-0.010,0.977,5.554,0.549,2.136
0.023,-0.011,0.977,4.822,0.549,1.770
0.023,-0.010,0.977,3.906,0.183,1.221
0.023,-0.008,0.974,3.174,-0.122,1.099
0.024,-0.008,0.974,2.563,-0.366,1.038
0.026,-0.006,0.974,2.197,-0.793,0.854
0.026,-0.006,0.974,2.502,-1.160,0.916
0.025,-0.006,0.974,3.174,-1.221,1.221
0.023,-0.005,0.975,4.089,-1.038,1.526
0.022,-0.006,0.976,5.066,-0.488,1.709
0.023,-0.006,0.976,5.737,0.061,1.953
0.023,-0.009,0.977,6.042,0.366,2.075
0.023,-0.009,0.977,6.104,0.488,2.136
0.022,-0.010,0.977,5.676,0.671,2.136
0.024,-0.010,0.976,5.188,0.610,1.831
0.023,-0.010,0.976,4.639,0.061,1.526
0.025,-0.010,0.976,3.906,-0.305,1.343
0.025,-0.009,0.976,3.296,-0.488,1.343
0.025,-0.007,0.974,2.808,-0.610,1.343
0.023,-0.006,0.975,2.808,-0.793,1.343
0.023,-0.006,0.975,3.174,-0.854,1.465
0.024,-0.006,0.977,3.540,-0.793,1.587
0.024,-0.005,0.975,4.089,-0.305,1.892
0.022,-0.006,0.976,4.700,0.122,2.075
0.024,-0.007,0.976,5.127,0.366,2.075
0.023,-0.007,0.976,5.432,0.427,2.197
0.023,-0.007,0.977,5.432,0.488,2.197
0.024,-0.008,0.976,4.944,0.549,2.014
0.024,-0.008,0.974,4.578,0.549,1.953
0.025,-0.008,0.974,3.967,0.183,1.709
0.026,-0.008,0.974,3.601,-0.061,1.648
0.025,-0.006,0.976,3.174,-0.244,1.587
0.025,-0.005,0.975,2.808,-0.244,1.709
0.026,-0.005,0.974,2.380,-0.366,1.953
0.025,-0.007,0.976,2.197,-0.305,2.197
0.024,-0.005,0.975,3.052,-0.305,1.892
0.024,-0.006,0.976,3.418,0.061,1.892
0.025,-0.005,0.975,4.028,0.366,1.892
0.025,-0.004,0.975,4.395,0.610,1.953
0.024,-0.006,0.976,4.944,0.488,2.014
0.026,-0.007,0.977,4.639,0.366,2.014
0.026,-0.006,0.977,4.272,0.061,1.831
0.026,-0.006,0.976,4.089,0.061,1.770
0.026,-0.005,0.975,4.028,-0.122,1.770
0.025,-0.005,0.976,3.967,-0.305,1.831
0.024,-0.005,0.975,3.906,-0.305,1.831
0.025,-0.005,0.974,4.089,-0.366,1.770
2.177,-0.297,1.412,-43.518,83.008,34.363
2.278,-0.487,1.311,-36.621,97.778,90.454
2.398,-0.445,0.989,-39.978,93.933,149.170
2.222,-0.566,0.636,-48.828,89.600,202.820
1.890,-0.565,0.287,-52.673,88.684,251.587
1.485,-0.599,0.107,-43.213,83.862,283.325
0.925,-0.534,0.233,-26.489,70.007,311.218
0.295,-0.546,0.392,7.385,78.857,330.688
-0.425,-0.415,0.692,37.537,78.247,334.351
-1.114,-0.293,1.059,59.204,66.101,322.327
-1.791,-0.220,1.295,72.815,45.471,298.279
-2.383,-0.134,1.399,77.209,19.775,265.137
-2.819,-0.088,1.449,71.716,-2.136,220.276
-2.993,0.019,1.277,62.561,-18.433,162.292
-3.105,0.066,1.295,62.683,-37.415,99.731
-2.920,-0.048,1.393,54.077,-40.833,32.166
-2.067,-0.014,1.404,27.039,-23.987,-27.161
-1.340,-0.064,1.358,9.827,0.732,-71.106
-0.810,-0.035,1.391,-0.488,13.428,-107.727
-0.387,-0.130,1.275,-5.554,16.113,-138.550
-0.131,-0.160,1.143,-9.399,13.428,-156.006
0.072,-0.200,1.074,-11.841,4.333,-164.124
0.213,-0.246,1.005,-12.451,-5.981,-164.673
0.258,-0.220,1.015,-13.489,-19.348,-158.630
0.379,-0.217,0.978,-12.939,-25.757,-149.048
0.434,-0.147,0.922,-11.963,-28.442,-137.817
0.479,-0.153,0.857,-8.606,-29.175,-125.610
0.494,-0.072,0.825,-4.333,-28.809,-112.915
0.534,-0.160,0.799,0.610,-27.283,-101.135
0.488,0.007,0.798,19.348,-27.588,-86.548
0.439,0.179,0.810,26.794,-26.794,-81.116
0.469,-0.007,0.854,20.325,-25.635,-89.539
0.490,0.037,0.851,13.184,-22.034,-85.571
0.494,0.012,0.915,13.550,-16.785,-77.271
0.492,0.031,0.911,10.559,-12.207,-68.054
0.488,0.039,0.885,6.897,-9.399,-59.021
0.462,0.034,0.866,5.188,-7.263,-50.293
0.418,0.056,0.862,4.883,-5.798,-42.664
0.376,0.069,0.837,5.066,-4.639,-36.316
0.352,0.071,0.824,6.775,-3.479,-30.884
0.329,0.080,0.821,9.338,-2.502,-25.330
0.310,0.074,0.840,12.939,-2.930,-20.447
0.298,0.057,0.872,16.968,-3.662,-15.991
0.272,0.042,0.905,20.081,-4.822,-11.597
0.259,0.034,0.900,21.606,-5.798,-7.263
0.237,0.027,0.964,23.132,-7.568,-4.639
0.229,-0.019,1.028,24.719,-8.850,-2.747
0.199,-0.037,1.062,23.071,-8.240,-0.183
0.148,-0.052,1.104,20.203,-7.629,1.953
0.081,-0.073,1.138,17.517,-7.996,2.869
0.031,-0.078,1.130,13.489,-7.080,2.625
0.006,-0.053,1.077,8.911,-5.920,2.136
-0.002,-0.034,1.035,6.042,-4.639,1.770
0.007,-0.025,1.016,4.883,-3.052,1.587
0.030,-0.021,1.011,4.028,-0.977,1.465
0.058,-0.019,1.001,3.479,0.427,1.282
0.083,-0.010,0.979,2.747,0.732,1.099
0.100,0.001,0.954,2.197,-0.061,1.038
0.098,0.009,0.935,2.258,-1.221,1.282
0.088,0.014,0.932,2.930,-2.258,1.587
0.078,0.007,0.947,4.211,-2.808,1.831
0.067,-0.000,0.964,5.310,-2.869,1.953
0.053,-0.006,0.975,6.287,-2.747,1.770
0.040,-0.015,0.994,6.836,-2.625,1.709
0.036,-0.021,1.001,7.141,-2.258,2.014
0.040,-0.024,1.002,7.080,-1.892,2.136
0.050,-0.019,0.990,6.287,-1.404,1.892
0.062,-0.009,0.979,5.005,-1.404,1.709
0.068,-0.009,0.977,4.456,-1.282,1.160
0.069,-0.010,0.971,3.662,-0.854,0.610
0.064,-0.002,0.950,2.808,-0.549,0.427
0.069,0.007,0.936,2.197,-0.427,0.366
0.077,0.009,0.940,2.441,-0.671,0.244
0.084,0.005,0.943,3.113,-1.221,0.183
0.087,0.005,0.940,3.967,-1.282,0.671
0.083,0.007,0.938,4.944,-1.648,1.343
0.074,0.007,0.941,6.165,-2.197,1.892
0.066,0.004,0.943,7.385,-2.563,2.197
0.062,0.001,0.945,8.118,-2.808,2.319
0.060,0.002,0.945,8.606,-2.869,2.258
0.074,-0.008,0.975,9.033,-3.479,2.197
0.073,-0.021,0.979,9.155,-4.150,2.380
0.077,-0.020,0.973,7.385,-4.395,2.625
0.066,-0.007,0.966,6.714,-5.798,2.686
0.064,-0.014,0.950,5.493,-6.836,2.808
0.064,-0.008,0.946,4.822,-8.118,2.747
0.065,-0.009,0.946,4.333,-9.216,2.808
0.070,-0.003,0.935,3.540,-9.949,2.991
0.060,-0.003,0.948,3.723,-11.414,3.052
0.064,-0.015,0.943,3.601,-12.024,3.113
0.049,-0.005,0.954,2.563,-12.695,3.052
0.046,-0.014,0.955,1.526,-13.062,2.808
0.035,-0.023,0.972,-0.183,-12.817,2.502
0.022,-0.030,0.995,-2.319,-12.268,2.197
0.007,-0.021,1.002,-5.554,-11.108,1.953
0.005,-0.008,1.000,-9.705,-9.277,1.709
0.012,-0.004,1.028,-12.329,-8.118,1.831
0.001,-0.007,1.038,-14.465,-6.775,2.747
0.020,0.000,1.012,-12.573,-5.981,2.869
0.026,0.003,1.013,-14.343,-5.371,3.113
0.013,-0.001,1.003,-13.733,-4.578,5.615
0.027,0.010,0.991,-7.690,-4.822,4.395
0.024,0.019,0.992,-4.700,-4.456,2.319
